,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
166,1283651,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,GA,30040.0,2015-03-15,2015-03-15,"Amsher Collection Services, Inc.",Closed with explanation,Yes,
167,1283453,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,92078.0,2015-03-15,2015-03-15,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
168,1283956,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,TX,75211.0,2015-03-15,2015-03-16,"ProCollect, Inc",Closed with explanation,Yes,
169,1283951,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,SC,29016.0,2015-03-15,2015-03-16,"Designed Receivable Solultions, Inc.",Closed with explanation,Yes,
170,1283272,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,FL,33137.0,2015-03-14,2015-03-14,Transworld Systems Inc.,Closed with explanation,Yes,
171,1283387,Money transfers,Domestic (US) money transfer,Fraud or scam,,NC,27349.0,2015-03-14,2015-03-14,MoneyGram,In progress,Yes,
172,1283354,Credit reporting,,Incorrect information on credit report,Personal information,MA,2563.0,2015-03-14,2015-03-14,TransUnion,Closed with non-monetary relief,Yes,
173,1283356,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,IL,60649.0,2015-03-14,2015-03-14,"Arnold Scott Harris, P.C.",Closed with explanation,Yes,
174,1283350,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,AZ,85387.0,2015-03-14,2015-03-16,Ally Financial Inc.,In progress,Yes,
175,1283339,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,34653.0,2015-03-14,2015-03-14,"National Enterprise Systems, Inc.",Closed with explanation,Yes,
176,1283333,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,NY,11204.0,2015-03-14,2015-03-14,Equifax,Closed with explanation,Yes,
177,1283316,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,FL,32835.0,2015-03-14,2015-03-14,Equifax,Closed with explanation,Yes,
178,1283196,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,ME,4042.0,2015-03-14,2015-03-14,"Green Tree Servicing, LLC",Closed with explanation,Yes,Yes
179,1283180,Credit reporting,,Incorrect information on credit report,Account status,NY,10940.0,2015-03-14,2015-03-14,Equifax,In progress,Yes,
180,1283310,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NY,14905.0,2015-03-14,2015-03-14,Equifax,In progress,Yes,
181,1283259,Payday loan,,Payment to acct not credited,,TX,77065.0,2015-03-14,2015-03-14,Speedy Cash Holdings,Closed with explanation,Yes,
182,1283255,Credit reporting,,Incorrect information on credit report,Personal information,MO,65066.0,2015-03-14,2015-03-14,Equifax,Closed with explanation,Yes,
183,1283263,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,TX,79109.0,2015-03-14,2015-03-14,Equifax,Closed with explanation,Yes,
184,1283260,Payday loan,,Charged fees or interest I didn't expect,,OR,97801.0,2015-03-14,2015-03-14,Red Rock Tribal Lending,Closed with explanation,Yes,
185,1283275,Credit reporting,,Incorrect information on credit report,Public record,OH,44001.0,2015-03-14,2015-03-14,Equifax,In progress,Yes,
186,1283295,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,PA,19543.0,2015-03-14,2015-03-14,Wells Fargo,Closed with explanation,Yes,Yes
187,1283322,Consumer loan,Vehicle loan,Managing the loan or lease,,NY,14215.0,2015-03-14,2015-03-14,Ally Financial Inc.,In progress,Yes,
188,1283331,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,NC,28358.0,2015-03-14,2015-03-14,Nationstar Mortgage,Closed with explanation,Yes,
189,1283329,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,91506.0,2015-03-14,2015-03-14,Equifax,Closed with non-monetary relief,Yes,
190,1283344,Credit reporting,,Incorrect information on credit report,Information is not mine,OH,43512.0,2015-03-14,2015-03-14,Equifax,Closed with non-monetary relief,Yes,
191,1283362,Credit reporting,,Incorrect information on credit report,Account terms,WI,53051.0,2015-03-14,2015-03-14,TransUnion,Closed with explanation,Yes,
192,1283359,Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,FL,32583.0,2015-03-14,2015-03-14,"Nicholas Financial, Inc.",Closed with explanation,Yes,Yes
193,1283385,Consumer loan,Vehicle loan,Managing the loan or lease,,FL,33813.0,2015-03-14,2015-03-14,Toyota Motor Credit Corporation,Closed with explanation,Yes,
194,1283373,Credit reporting,,Incorrect information on credit report,Account status,NC,28625.0,2015-03-14,2015-03-14,Equifax,Closed with explanation,Yes,
195,1283369,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,FL,33458.0,2015-03-14,2015-03-14,"Jon Barry and Associates, Inc.",Closed with non-monetary relief,Yes,
196,1283368,Credit card,,Other,,MD,21830.0,2015-03-14,2015-03-14,JPMorgan Chase,Closed with explanation,Yes,
197,1283392,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,TN,38116.0,2015-03-14,2015-03-14,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes
198,1283388,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,OH,44708.0,2015-03-14,2015-03-14,U.S. Bancorp,Closed with explanation,Yes,
199,1283401,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NY,13317.0,2015-03-14,2015-03-14,"Overton, Russell, Doerr and Donovan, LLP",Closed with explanation,Yes,
200,1283514,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,CA,92119.0,2015-03-14,2015-03-15,Ocwen,Closed with explanation,Yes,Yes
201,1283167,Credit reporting,,Incorrect information on credit report,Public record,AP,96517.0,2015-03-14,2015-03-14,Equifax,In progress,Yes,
202,1283429,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,20814.0,2015-03-14,2015-03-14,Nationstar Mortgage,Closed with explanation,Yes,
203,1283418,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,94549.0,2015-03-14,2015-03-14,Wells Fargo,Closed with explanation,Yes,
204,1283404,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,94002.0,2015-03-14,2015-03-14,Equifax,Closed with explanation,Yes,
205,1283411,Credit card,,Other,,NC,27513.0,2015-03-14,2015-03-14,Wells Fargo,Closed with explanation,Yes,Yes
206,1283409,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,13367.0,2015-03-14,2015-03-14,Equifax,Closed with explanation,Yes,
207,1283513,Credit reporting,,Improper use of my credit report,Report shared with employer w/o consent,NY,13090.0,2015-03-14,2015-03-15,"Sterling Infosystems, Inc.",Closed with explanation,Yes,
208,1283512,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,MI,48317.0,2015-03-14,2015-03-15,Equifax,Closed with explanation,Yes,
209,1283155,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,TN,37047.0,2015-03-14,2015-03-14,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
210,1283511,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,SC,29485.0,2015-03-14,2015-03-15,Midwestern Health Management INC,Closed with explanation,Yes,
211,1283508,Credit reporting,,Incorrect information on credit report,Public record,CA,95677.0,2015-03-14,2015-03-15,Equifax,Closed with non-monetary relief,Yes,
212,1283495,Credit reporting,,Credit reporting company's investigation,Investigation took too long,IL,62864.0,2015-03-14,2015-03-15,Equifax,Closed with explanation,Yes,
213,1283507,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,32909.0,2015-03-14,2015-03-15,TD Bank,Closed with explanation,Yes,Yes
214,1283505,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,VA,20166.0,2015-03-14,2015-03-15,"American Collections Enterprise, Inc.",Closed with explanation,Yes,Yes
215,1283500,Consumer loan,Vehicle loan,Managing the loan or lease,,TX,78214.0,2015-03-14,2015-03-15,Ally Financial Inc.,In progress,Yes,
216,1283515,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,91750.0,2015-03-14,2015-03-15,"CCS Financial Services, Inc.",Closed with explanation,Yes,Yes
217,1283516,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,91750.0,2015-03-14,2015-03-15,Wells Fargo,Closed with non-monetary relief,Yes,
218,1283755,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,AZ,85048.0,2015-03-14,2015-03-15,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
219,1283748,Credit reporting,,Incorrect information on credit report,Information is not mine,MS,39556.0,2015-03-14,2015-03-15,Equifax,In progress,Yes,
220,1282240,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,TX,77055.0,2015-03-13,2015-03-16,"Enova International, Inc.",Closed with explanation,Yes,
221,1283229,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,FL,32081.0,2015-03-13,2015-03-14,Wells Fargo,Closed with explanation,Yes,
222,1283202,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MD,21208.0,2015-03-13,2015-03-14,"Bogman, Inc",Closed with explanation,Yes,
223,1283243,Money transfers,International money transfer,Other transaction issues,,LA,71378.0,2015-03-13,2015-03-14,Navy FCU,In progress,Yes,
224,1282927,Debt collection,,Disclosure verification of debt,Right to dispute notice not received,TX,77073.0,2015-03-13,2015-03-13,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
225,1282563,Consumer loan,Vehicle loan,Taking out the loan or lease,,TX,75662.0,2015-03-13,2015-03-13,Ally Financial Inc.,In progress,Yes,
226,1282406,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,OH,44484.0,2015-03-13,2015-03-13,Equifax,Closed with explanation,Yes,
227,1281438,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,92024.0,2015-03-13,2015-03-13,Nationstar Mortgage,Closed with explanation,Yes,
228,1282235,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,CA,90034.0,2015-03-13,2015-03-13,Citibank,Closed with non-monetary relief,Yes,
229,1281196,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,PA,19468.0,2015-03-13,2015-03-13,Equifax,Closed with explanation,Yes,
230,1281192,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NJ,7093.0,2015-03-13,2015-03-13,"Convergent Resources, Inc.",Closed with explanation,Yes,Yes
231,1281162,Credit reporting,,Incorrect information on credit report,Account terms,MA,2072.0,2015-03-13,2015-03-13,Equifax,Closed with explanation,Yes,
232,1281161,Credit reporting,,Incorrect information on credit report,Account terms,MA,2072.0,2015-03-13,2015-03-13,TransUnion,Closed with non-monetary relief,Yes,
233,1281872,Debt collection,,Cont'd attempts collect debt not owed,Debt was paid,TX,79761.0,2015-03-13,2015-03-17,Transworld Systems Inc.,In progress,Yes,
234,1281923,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,OH,45342.0,2015-03-13,2015-03-13,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
235,1281600,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79404.0,2015-03-13,2015-03-13,Equifax,Closed with explanation,Yes,
236,1281510,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TX,75028.0,2015-03-13,2015-03-13,"Convergent Resources, Inc.",Closed with explanation,Yes,
237,1281435,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,DC,20009.0,2015-03-13,2015-03-13,"Aargon Agency, Inc.",Closed,Yes,
238,1281718,Credit reporting,,Incorrect information on credit report,Account status,GA,30705.0,2015-03-13,2015-03-13,Equifax,Closed with explanation,Yes,
239,1281558,Credit reporting,,Credit reporting company's investigation,Investigation took too long,WI,54911.0,2015-03-13,2015-03-13,TransUnion,Closed with explanation,Yes,
240,1281648,Credit reporting,,Incorrect information on credit report,Account terms,MA,2119.0,2015-03-13,2015-03-13,TransUnion,Closed with non-monetary relief,Yes,
241,1281711,Credit reporting,,Credit monitoring or identity protection,Billing dispute,NY,10940.0,2015-03-13,2015-03-13,TransUnion,Closed with explanation,Yes,
242,1281667,Credit reporting,,Incorrect information on credit report,Information is not mine,LA,70816.0,2015-03-13,2015-03-13,Equifax,Closed with explanation,Yes,
243,1281614,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,CT,6512.0,2015-03-13,2015-03-19,Ally Financial Inc.,In progress,Yes,
244,1281649,Credit reporting,,Incorrect information on credit report,Account terms,MA,2119.0,2015-03-13,2015-03-13,Equifax,Closed with explanation,Yes,
245,1281544,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,MS,39564.0,2015-03-13,2015-03-13,"Eastern Account Systems of Connecticut, Inc.",Closed with explanation,Yes,
246,1281806,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92021.0,2015-03-13,2015-03-13,TransUnion,Closed with explanation,Yes,
247,1281557,Credit reporting,,Credit reporting company's investigation,Investigation took too long,WI,54911.0,2015-03-13,2015-03-13,Equifax,Closed with explanation,Yes,
248,1281870,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,20772.0,2015-03-13,2015-03-13,Nationstar Mortgage,Closed with explanation,Yes,
249,1281929,Bank account or service,Cashing a check without an account,"Account opening, closing, or management",,NE,68632.0,2015-03-13,2015-03-13,U.S. Bancorp,Closed with explanation,Yes,
250,1281990,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,VA,23168.0,2015-03-13,2015-03-13,Equifax,In progress,Yes,
251,1282002,Consumer loan,Vehicle loan,Managing the loan or lease,,CO,80422.0,2015-03-13,2015-03-13,Ally Financial Inc.,In progress,Yes,
252,1281728,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,NY,11720.0,2015-03-13,2015-03-13,"Independent Recovery Resources, Inc.",Closed with non-monetary relief,Yes,
253,1281971,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MD,20613.0,2015-03-13,2015-03-13,Nationstar Mortgage,Closed with explanation,Yes,
254,1281942,Money transfers,International money transfer,Other transaction issues,,CA,90032.0,2015-03-13,2015-03-13,MoneyGram,In progress,Yes,
255,1281283,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,IL,60466.0,2015-03-13,2015-03-13,Equifax,Closed with explanation,Yes,
256,1281943,Consumer loan,Vehicle lease,Problems when you are unable to pay,,CA,93063.0,2015-03-13,2015-03-13,Ally Financial Inc.,In progress,Yes,
257,1281807,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92021.0,2015-03-13,2015-03-13,Equifax,Closed with explanation,Yes,
258,1282004,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,TX,78041.0,2015-03-13,2015-03-17,Citibank,Closed with explanation,Yes,
259,1282229,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MN,55426.0,2015-03-13,2015-03-13,Equifax,Closed with non-monetary relief,Yes,
260,1282099,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NC,27540.0,2015-03-13,2015-03-13,JPMorgan Chase,Closed with non-monetary relief,Yes,
